algorithm,seed,step,return,return_std
none,0,670000,4.298020029551405,115.24465003990727
none,0,680000,62.036519659977856,92.8192746408176
none,0,690000,63.63084907974452,105.70109639471417
none,0,700000,17.05845637121748,80.45668553245227
none,0,710000,-51.29728131401838,37.75133383224397
none,0,720000,17.989122032384138,63.042944842988625
none,0,730000,-24.31130088589949,14.478785174392264
none,0,740000,-87.19323133990625,24.00407464584431
none,0,750000,-135.8209570415916,31.40639626330765
none,0,760000,-116.10593078348197,41.72561482938779
none,0,770000,-86.02109139085151,46.98364288428304
none,0,780000,80.25494948901614,97.62285157008428
none,0,790000,70.38267457065372,103.48497046455485
none,0,800000,137.33504954823098,80.91311425485313
none,1,10000,-629.3594911565729,147.81115350046124
none,1,20000,-601.5975754449878,339.0972362201081
none,1,30000,-771.4489955622546,313.4194836811701
none,1,40000,-296.73036756114743,39.75330453652591
none,1,50000,-285.27145342919755,74.3706907627005
none,1,60000,-281.56295310232457,45.353617561630685
none,1,70000,-274.7071801965723,35.79184356487643
none,1,80000,-169.65483779018828,73.63535698553954
none,1,90000,-182.24569441773957,28.758827455410884
none,1,100000,-143.14237324051672,17.44346511938656
none,1,110000,-48.092045291487835,19.948032212269787
none,1,120000,-76.86467227417243,32.23180445294956
none,1,130000,-118.47131550816341,30.444744042547782
none,1,140000,-108.64403994352863,33.83908156917196
none,1,150000,-84.49752903980502,22.787156233305893
none,1,160000,-96.60200181165851,29.892815771149934
none,1,170000,-131.23062087794088,28.9582710025966
none,1,180000,-83.1331904621135,17.165092416742777
none,1,190000,-52.759281313540086,13.647512049571631
none,1,200000,-67.01529932368575,21.57628034121986
none,1,210000,-44.641464416037316,16.49000734329872
none,1,220000,-92.82712350256433,18.183759106952554
none,1,230000,-76.7321175917365,25.652092870756
none,1,240000,-38.19128393504938,15.822666265897414
none,1,250000,-19.860074911932966,20.939008516744263
none,1,260000,-55.16158836229313,24.537137835921044
none,1,270000,-50.72792336308088,22.190094972026614
none,1,280000,-36.30800409142612,24.09098919018766
none,1,290000,-16.516383451342293,22.05532497659608
none,1,300000,-38.139443131254794,19.088357602221055
none,1,310000,-57.62449827770338,20.2443637682883
none,1,320000,-43.57760592702323,12.164899425900346
none,1,330000,-63.86270306738258,17.290669981863548
none,1,340000,-39.371648272584665,18.21148466783055
none,1,350000,-31.578580889161962,20.143721794784124
none,1,360000,-4.8001929505849334,90.63028016584997
none,1,370000,-30.281183260573027,19.96532073830767
none,1,380000,-39.91196525167743,23.772144616256295
none,1,390000,-52.37288073499426,19.652494401385514
none,1,400000,-25.58544463681851,15.3498810122904
none,1,410000,-57.30310708598775,17.31412521410312
none,1,420000,-70.19310021353208,19.772256957296378
none,1,430000,-54.3809828301122,19.745725121161826
none,1,440000,-13.640387426070316,22.510814681236873
none,1,450000,-33.179597148523804,19.41725284683871
none,1,460000,-50.41191446946083,14.08097446894529
none,1,470000,-77.90071898996658,19.912879973907632
none,1,480000,-38.79574516867701,14.38649453938985
none,1,490000,87.82415027724174,42.45789004250954
none,1,500000,93.35955163262904,53.31282048313698
none,1,510000,2.4301716500234694,15.464417086312174
none,1,520000,-19.570721409160782,23.895344531807247
none,1,530000,-31.783256606148143,23.58778161515669
none,1,540000,-19.56681966903384,20.599053721434892
none,1,550000,-28.632865377462583,25.248299120108147
none,1,560000,-22.513093348118325,21.174393748708866
none,1,570000,-9.562895212258066,18.419996038835688
none,1,580000,38.47701448399618,27.349205457393094
none,1,590000,3.6328162816759404,19.55633487808671
none,1,600000,-44.57309109229648,19.7593838574421
none,1,610000,-36.37915613277865,20.349314062074484
none,1,620000,-28.431318523590438,18.295435735549983
none,1,630000,35.49756328621404,10.614488041189585
none,1,640000,55.57729291950956,20.53172297460947
none,1,650000,20.589448875957277,21.108377373026226
none,1,660000,51.845968984464776,20.497552391256907
none,1,670000,24.34380463590979,27.572562991036193
none,1,680000,18.583030143584686,30.034436299320394
none,1,690000,62.83159814139884,36.94155134537656
none,1,700000,-16.08021731877664,23.33398016065816
none,1,710000,-38.562858108403766,19.708602845704476
none,1,720000,-27.522121322099586,19.873995121570523
none,1,730000,-26.138764719635965,16.977805858220215
none,1,740000,-29.82951388034298,18.83536308160315
none,1,750000,-14.767328727982868,19.391995307178618
none,1,760000,-12.605572118259442,30.87566336163106
none,1,770000,-8.725166303264878,17.962418014844676
none,1,780000,-41.76926093869495,15.331117457554063
none,1,790000,-33.575401296950524,29.71145875765638
none,1,800000,55.38117706806577,32.60207615173458
none,2,10000,-1601.2680847327424,717.2276533505039
none,2,20000,-789.7874739835438,223.90814159897627
none,2,30000,-728.3949382026781,156.75623337552327
none,2,40000,-607.6390281474254,121.26217044500477
none,2,50000,-449.71002484080054,42.517238154452514
none,2,60000,-341.8969295827901,32.26018196913906
none,2,70000,-219.4120713456128,32.769988638502944
none,2,80000,-250.79186837300762,33.05851228337724
none,2,90000,-262.7077644786251,21.34072516897417
none,2,100000,-177.58671248446944,23.7932277585142
none,2,110000,-98.64997943837106,14.34255812816005
none,2,120000,-45.19874904958501,24.78652512654432
none,2,130000,-68.28140809287592,17.145952037958594
none,2,140000,-296.9207087689317,18.546066206558113
none,2,150000,-188.3463363296088,14.778388655865971
none,2,160000,-52.8388057218949,12.959709212901737
none,2,170000,-38.821404385768616,16.117058775786838
none,2,180000,-143.8774455019962,18.615440677540683
none,2,190000,-297.20394003920455,48.513405058859874
none,2,200000,-58.994456045714074,17.146794169413194
none,2,210000,-30.945263789185795,25.32935020229644
none,2,220000,-29.265633971548063,14.686147210237312
none,2,230000,-3.120281741941528,17.82269659413841
none,2,240000,125.4014015381762,55.35830329453196
none,2,250000,-390.6706556001421,17.063998657951217
none,2,260000,-85.13666631288672,26.661161679143344
none,2,270000,-112.54392659106311,53.36878789600547
none,2,280000,-105.46402621848829,20.330934441068166
none,2,290000,-144.12562679782246,38.52274067574751
none,2,300000,-42.862897388057505,15.061277548153779
none,2,310000,-20.438805465832456,18.20073460772706
none,2,320000,-66.18151448427591,24.995244907321702
none,2,330000,-121.29307836828806,20.18013480200427
none,2,340000,-146.34743383948273,25.99012443030688
none,2,350000,43.02776102234787,23.213383290719598
none,2,360000,-24.07641963670943,13.163886837623874
none,2,370000,-91.1565247876782,23.2140792913263
none,2,380000,-63.777807978115774,19.346106104918476
none,2,390000,-95.41031951302219,30.144936904402655
none,2,400000,-91.88182618500446,22.664920191714714
none,2,410000,-122.78384357381051,22.918498462446564
none,2,420000,-91.12279593549941,24.903365386836974
none,2,430000,-36.34977764662743,21.949664335903325
none,2,440000,-2.3719698015456685,43.096184897598235
none,2,450000,85.90632389471004,64.21098006271411
none,2,460000,-25.567902961689814,12.56898764497268
none,2,470000,-37.153017432716794,13.869600271249842
none,2,480000,-64.6999816044831,25.277109550459205
none,2,490000,-134.6107323845421,20.492657515575825
none,2,500000,-129.8141821916017,25.002966013258234
none,2,510000,-166.01912507747105,23.286524205118173
none,2,520000,-130.8192621980635,22.7036970271028
none,2,530000,12.478568715395848,15.937927555173134
none,2,540000,61.49766785598861,32.80462179293326
none,2,550000,147.19539183062471,49.96994288610855
none,2,560000,136.17475910595138,46.00870528368635
none,2,570000,56.04456437808035,37.86407162499856
none,2,580000,-64.19964616676752,22.743604828952538
none,2,590000,-76.53359717516324,17.710109165020143
none,2,600000,-43.70101397853259,25.55578553732089
none,2,610000,-14.612702865979816,25.125562116883877
none,2,620000,48.32639367216406,39.19323531820869
none,2,630000,60.61954988865604,47.82404269416856
none,2,640000,61.950342953118856,19.708501900974106
none,2,650000,120.82218944761868,19.245714982433096
none,2,660000,141.74745522503187,60.24886225254437
none,2,670000,97.87226462222374,105.41696427570116
none,2,680000,-30.030952656948198,178.06304912542416
none,2,690000,-24.346635100928523,13.627915885720187
none,2,700000,75.05886267702502,58.03090409155149
none,2,710000,71.26611120953363,81.45957489050762
none,2,720000,-29.701496471445573,32.26188684648143
none,2,730000,139.11866396782247,57.60533329225199
none,2,740000,114.61257053744757,67.07932650808317
none,2,750000,83.98507766260693,46.969281109191996
none,2,760000,49.27289021863625,32.22988886481858
none,2,770000,47.84722962956316,31.642241626467506
none,2,780000,85.73917417659102,15.886336691272453
none,2,790000,87.39316760383207,21.46103766097005
none,2,800000,87.41949576555292,48.43482080429435
avg,0,10000,-193.81395500366202,49.40462335338355
avg,0,20000,-276.70618875455006,32.880092490498384
avg,0,30000,-649.2512102157126,64.3579703010821
avg,0,40000,-1310.387536278771,34.08150233773071
avg,0,50000,-396.5940026473046,24.19225273908664
avg,0,60000,-235.55170465526953,21.562944210775232
avg,0,70000,-383.2020402804912,19.084912381590357
avg,0,80000,-186.19264009798798,14.877992169357364
avg,0,90000,-71.60784467697185,17.260132741920746
avg,0,100000,-70.29073713812514,25.09949886103109
avg,0,110000,-232.2423546597075,29.228172284692974
avg,0,120000,-299.6213578805774,32.15651163229205
avg,0,130000,-290.83543149953596,21.357524066834088
avg,0,140000,-212.69648348409783,15.810907845295375
avg,0,150000,-195.36783559212543,19.0556859713362
avg,0,160000,-186.4920639229204,33.953527791560006
avg,0,170000,-113.09854899261146,25.069461160997818
avg,0,180000,-219.80379827807892,42.99066080530359
avg,0,190000,-62.69247848635077,19.475090609322248
avg,0,200000,-27.830263861391842,25.02859513340084
avg,0,210000,-65.66131008871172,22.110074542925332
avg,0,220000,-59.708933256290535,24.71374673189819
avg,0,230000,-31.087607270416356,28.39436354006117
avg,0,240000,-64.73405300405851,22.031369642183357
avg,0,250000,21.02769750104135,107.97885511604753
avg,0,260000,-18.667817869076394,20.522348277208113
avg,0,270000,-131.10718885853458,21.025976018987144
avg,0,280000,-52.12189623734175,24.241589274308435
avg,0,290000,-45.983166787901894,24.96422360208544
avg,0,300000,3.278551812447728,27.968053476599202
avg,0,310000,-34.975661618641865,19.059546040222397
avg,0,320000,-39.22340984157646,21.192470601276575
avg,0,330000,-56.541238800940576,23.365887556725493
avg,0,340000,-75.73285138064618,25.32869296266168
avg,0,350000,-54.582299960889785,17.78945870772798
avg,0,360000,-83.84666572562108,17.706255922741978
avg,0,370000,-69.99650629852415,23.52259449826598
avg,0,380000,-106.08623314833463,22.546849766912516
avg,0,390000,-63.294452141909616,20.02022686763655
avg,0,400000,-39.49002287407819,16.826261220802223
avg,0,410000,-85.25546510141668,15.910176911628497
avg,0,420000,-109.34112359066735,17.101709130767265
avg,0,430000,-104.29681153040374,26.230986881294086
avg,0,440000,-39.30303282526703,23.535055831379474
avg,0,450000,-45.6905518509642,19.76576508600032
avg,0,460000,-29.20947876362893,18.00057248022885
avg,0,470000,-83.48525518850717,24.799033861417474
avg,0,480000,-252.74298529688355,22.882561136237968
avg,0,490000,-165.20830394850597,22.242595925071736
avg,0,500000,-97.86815658908733,19.121287426519284
avg,0,510000,-78.77811754583055,22.390976293239426
avg,0,520000,-72.59756118776527,11.856788303113383
avg,0,530000,-71.32992703107094,20.93182976117496
avg,0,540000,-59.48434489188143,16.42824993401866
avg,0,550000,-37.166898593052075,15.758323755767657
avg,0,560000,-7.428642633474645,84.06953813871384
avg,0,570000,-30.762189343841833,73.56296615824056
avg,0,580000,-160.55900205600327,45.4334938843385
avg,0,590000,-73.85755090478297,18.23958114964177
avg,0,600000,-45.14224482388198,19.734109697277674
avg,0,610000,-37.531088340186436,15.865061705951671
avg,0,620000,-33.671991682900085,21.210063643994186
avg,0,630000,64.406898966264,79.13338336974043
avg,0,640000,184.25421311364312,64.22324823880237
avg,0,650000,196.1527320618609,52.975738776329074
avg,0,660000,133.21095252088705,38.861750129462294
avg,0,670000,166.8032562815894,58.08864013059691
avg,0,680000,167.40838456357082,51.58514015109178
avg,0,690000,110.99029298778876,82.89582880879635
avg,0,700000,-35.81889798205313,42.40381118043516
avg,0,710000,-52.729150127650904,20.49356342191568
avg,0,720000,7.8822068942809835,100.03027958334515
avg,0,730000,-17.68812127457803,15.7098901563021
avg,0,740000,-28.830513139700344,22.249605800535022
avg,0,750000,-5.562275871179992,18.932685995134356
avg,0,760000,0.7487107449698748,19.4908731257552
avg,0,770000,11.062000329105981,52.03435151088803
avg,0,780000,-18.229729000907536,15.607783618394384
avg,0,790000,-0.6942403437960308,15.804155928220354
avg,0,800000,44.34542127961554,25.55126233692827
avg,1,10000,-677.6681459045269,214.731368475125
avg,1,20000,-710.1526645269521,287.6334819744288
avg,1,30000,-218.80902857850387,39.9987469075058
avg,1,40000,-145.6685339839488,44.250740875584285
avg,1,50000,-208.8621426886065,43.5979442375513
avg,1,60000,-465.6129583141368,145.49251938081414
avg,1,70000,-214.3852815411247,54.225196803357754
avg,1,80000,-98.32424146979356,22.571353170216216
avg,1,90000,-119.71514879903407,23.592323134081223
avg,1,100000,-174.65643802177988,43.97885763350459
avg,1,110000,-162.5406105200186,23.989557873659965
avg,1,120000,-152.24885562250412,45.20463912368681
avg,1,130000,-150.96535155102796,23.008028688837122
avg,1,140000,-111.77821917146602,20.43166791497843
avg,1,150000,-202.92323191028214,54.05233970651005
avg,1,160000,-161.98132298498086,36.11144918723194
avg,1,170000,-119.13218450439561,22.365433931541283
avg,1,180000,-133.9189152934383,13.366582992661945
avg,1,190000,-93.97286264554418,12.664723344254313
avg,1,200000,-56.65124335613372,11.832564399962028
avg,1,210000,-43.00186973681433,17.836858606595353
avg,1,220000,-89.45131329286242,21.79247519804843
avg,1,230000,-87.00568438694816,19.877568010930236
avg,1,240000,-102.79571957887588,19.12834182733358
avg,1,250000,-71.69064525009163,16.968624118657303
avg,1,260000,-49.486748343058785,14.972455025496606
avg,1,270000,-82.46041240075621,19.321381878242153
avg,1,280000,-51.468742443690886,20.959412782396715
avg,1,290000,-25.010631683355754,8.803380399111484
avg,1,300000,-84.45299173932472,27.137609752601644
avg,1,310000,-92.09281053417966,27.10800344786185
avg,1,320000,-65.60183637654319,24.443336514546875
avg,1,330000,-79.95161458450406,18.70685115544264
avg,1,340000,-138.06964563364446,19.12436997661464
avg,1,350000,-75.21024320850937,26.029903788252124
avg,1,360000,-50.51900172678627,26.444410477394023
avg,1,370000,-41.095187738744166,18.153863092858554
avg,1,380000,-45.22416089820097,16.410088377418607
avg,1,390000,-61.91610664411886,19.275774872632216
avg,1,400000,-28.782375315412793,20.833400338216205
avg,1,410000,65.51343632702938,33.35207643331364
avg,1,420000,94.94499886993313,66.63918857214928
avg,1,430000,75.83994215618372,86.65927631279665
avg,1,440000,144.50697990771602,51.1438366888753
avg,1,450000,57.92099058887618,35.57559241632999
avg,1,460000,-53.77982345952032,27.824179003609107
avg,1,470000,-57.61158607011062,32.09197357468103
avg,1,480000,-24.993893371492778,12.581270165637564
avg,1,490000,-32.05141408617994,28.20916370598474
avg,1,500000,-52.36528852917043,33.22973322899063
avg,1,510000,-43.93885010511619,12.826430142069187
avg,1,520000,-91.46101342390611,57.14140368180491
avg,1,530000,-76.64914988822665,20.169921285437823
avg,1,540000,-52.763799755418844,23.738060785657968
avg,1,550000,-73.83449224324387,18.939798396503935
avg,1,560000,-80.7762691604103,15.323833969683404
avg,1,570000,-62.27175266292329,27.20362605326082
avg,1,580000,-66.442461290842,23.068619896492375
avg,1,590000,-57.00367290623501,20.495620808769914
avg,1,600000,-21.421072799605845,18.13460008701307
avg,1,610000,108.35260720212753,25.52551734992947
avg,1,620000,146.4556278060476,74.69503798899741
avg,1,630000,-26.800907964355304,15.752056304075051
avg,1,640000,-21.634466164411993,20.268940654030505
avg,1,650000,-90.78151277108242,21.536945276740642
avg,1,660000,-92.07916617013525,21.012554112024674
avg,1,670000,-34.61644645848841,63.36343961513096
avg,1,680000,-81.520607443246,25.238116105949505
avg,1,690000,-85.11524908886537,13.670253049202223
avg,1,700000,-42.673613948261774,20.469745456868143
avg,1,710000,-11.623442910238676,12.993726502165911
avg,1,720000,-13.794030328233475,25.184221714046743
avg,1,730000,-12.16460422035009,19.706158013827693
avg,1,740000,-41.050318358229745,14.363552045433226
avg,1,750000,-26.85657490394617,23.16921101659888
avg,1,760000,-31.731393680054804,87.59162962661219
avg,1,770000,-2.0371030405924806,52.63215472292828
avg,1,780000,129.84955435381636,85.20313909981542
avg,1,790000,156.3862979922278,70.51838163926149
avg,1,800000,188.59419699232006,40.58940488277255
avg,2,10000,-1142.5893318236363,544.0235688095828
avg,2,20000,-707.2004426199362,208.51613217960272
avg,2,30000,-691.2205116293474,170.02972006438492
avg,2,40000,-761.6465658231688,93.27999820154119
avg,2,50000,-609.1974545236276,141.86721138794772
avg,2,60000,-328.4457225763437,37.892515488827804
avg,2,70000,-211.822523695627,20.12831405859791
avg,2,80000,-117.21934969574563,24.34348144544465
avg,2,90000,-237.86039228940416,27.09339224929864
avg,2,100000,-538.0080790367331,32.1784095167549
avg,2,110000,-120.99589201826504,17.923972101380258
avg,2,120000,-151.01973750643597,19.65671989454061
avg,2,130000,-89.96532381449359,16.282082020465282
avg,2,140000,-304.7659741386114,19.37230733144837
avg,2,150000,102.15759429403528,96.07547495332916
avg,2,160000,-161.9533077129822,46.2971631876917
avg,2,170000,-99.57205634459852,23.19536930056114
avg,2,180000,-145.40903388786765,29.012306270728697
avg,2,190000,-14.659829951755095,23.470711882638454
avg,2,200000,-27.712714873051596,25.17704206555796
avg,2,210000,109.90511866077877,75.19204381943116
avg,2,220000,83.24082564403497,108.64573113134004
avg,2,230000,-26.08642893543717,66.0745368188377
avg,2,240000,-27.85933014732912,63.57599833821613
avg,2,250000,0.8724934784219173,63.71888994075442
avg,2,260000,-9.222700674900262,22.146848468515454
avg,2,270000,21.41489258861581,83.70606811500777
avg,2,280000,-34.88690577923226,100.04622964847034
avg,2,290000,-90.03867376912679,37.39057338964612
avg,2,300000,-89.58490712176437,39.41024622587254
avg,2,310000,-27.7623657561257,50.76864309213252
avg,2,320000,-62.28682467845739,31.115869913186238
avg,2,330000,-119.9354770980683,43.69095826242327
avg,2,340000,-158.92226672521738,57.08127571608566
avg,2,350000,-105.62845404935372,14.095479006706604
avg,2,360000,-113.24673010418016,23.388251066912996
avg,2,370000,-121.05274960537906,18.419036739976317
avg,2,380000,-104.28677113598576,13.993460590329876
avg,2,390000,-90.05098611553407,23.678506033657754
avg,2,400000,-31.34301808478517,20.49070563109835
avg,2,410000,132.10037256713395,101.33797363880208
avg,2,420000,-29.67223216220551,38.509164781561424
avg,2,430000,106.48759382966348,30.488769597044453
avg,2,440000,-52.86843596526347,18.062640338336653
avg,2,450000,-52.44270565308036,19.990912054885715
avg,2,460000,-36.610125863508,22.132780579860157
avg,2,470000,33.776350320123356,43.61906647893528
avg,2,480000,113.23711663057236,35.967634605890666
avg,2,490000,78.45817728390617,10.20378597661935
avg,2,500000,87.67616286960403,36.92586075227982
avg,2,510000,91.87443134578191,41.85837233821355
avg,2,520000,40.3189668702205,15.435559373014032
avg,2,530000,2.869455707897908,44.697902203611065
avg,2,540000,-32.4863940025114,22.334707008478208
avg,2,550000,-46.55037333900556,17.467840445386894
avg,2,560000,-84.16175214906875,13.652447484090079
avg,2,570000,-71.75335689327524,18.267381041294588
avg,2,580000,-50.12415700777877,19.227444593591205
avg,2,590000,75.53012390963075,89.88355884338841
avg,2,600000,-78.40340364482049,79.49211425305023
avg,2,610000,-98.74273227612869,20.924332225731526
avg,2,620000,-91.82880358622836,43.42818491629992
avg,2,630000,-132.52978370974003,26.08480704592813
avg,2,640000,-147.7889090069755,48.35015598530057
avg,2,650000,-94.84120107896688,29.076997413155734
avg,2,660000,-27.691906398696137,68.40128948552065
avg,2,670000,9.910824907212916,67.80554639145149
avg,2,680000,-5.574712432932648,20.76375546894495
avg,2,690000,-25.200848419829885,27.453950555047715
avg,2,700000,-43.65917265432323,24.04968292838825
avg,2,710000,-68.34568099450381,19.08873272854083
avg,2,720000,-75.62656502186164,16.960714038659237
avg,2,730000,-78.48699022673581,20.22189761502548
avg,2,740000,-54.25035988446905,19.482913810616648
avg,2,750000,-70.13910864496111,13.734243241220472
avg,2,760000,-75.30838774634414,23.28129673194819
avg,2,770000,-40.51396606926134,19.67709741497247
avg,2,780000,-67.84725435217823,15.794237094175857
avg,2,790000,-162.5377703429365,42.24833832605479
avg,2,800000,-130.3467640560681,61.41474030006946
value,0,10000,-825.6480415686292,357.4461225106484
value,0,20000,-652.2665626662797,73.71431827788476
value,0,30000,-559.7772651582909,67.83117787817666
value,0,40000,-363.96399034080457,35.56058969185063
value,0,50000,-638.3257134443495,67.0517982034499
value,0,60000,-290.07924477480276,19.857291921763238
value,0,70000,-158.15566075498768,21.263467739333343
value,0,80000,-115.25053070187842,20.182177327884236
value,0,90000,-294.35819919843897,48.38635449333899
value,0,100000,-257.39107104511464,16.691135307581696
value,0,110000,-129.63327306855086,22.563559775162137
value,0,120000,-86.32945468628934,23.81381311688077
value,0,130000,-104.13928661602331,23.01002926530587
value,0,140000,-88.10866317964518,24.62322956429536
value,0,150000,-95.09698713644094,21.26323054064242
value,0,160000,-91.5645904445007,17.334267149788857
value,0,170000,-110.94549458479341,24.270477517141625
value,0,180000,-126.36577652425233,15.393359775210683
value,0,190000,-110.32464528597556,22.887167955445413
value,0,200000,-91.4005907455481,21.42230317419522
value,0,210000,-87.19300723963248,82.96200408598212
value,0,220000,-195.74387070968277,17.972230592527566
value,0,230000,-270.6069289139136,19.56507158036268
value,0,240000,-179.41356899677615,21.89054627828721
value,0,250000,5.582059411791822,37.867714498031305
value,0,260000,-21.452155005839796,70.65884067559143
value,0,270000,-21.492619206477766,21.909276269095738
value,0,280000,-31.32145615094729,17.022610301084544
value,0,290000,19.07868518372313,27.864497067475178
value,0,300000,-9.645044472115787,80.17337037768992
value,0,310000,26.41186965855231,76.46813175966597
value,0,320000,37.53076241742109,77.1620767376395
value,0,330000,-50.22156796052339,20.947287715199728
value,0,340000,-25.660992547759555,16.800093036368303
value,0,350000,-21.562441424073477,20.12313956975789
value,0,360000,-16.754343246899143,28.68042927175399
value,0,370000,-19.662230629897866,27.63047966113271
value,0,380000,-9.090025209291495,32.755907651672366
value,0,390000,9.669666298888027,24.14979344739228
value,0,400000,11.829105504997974,55.217987822710946
value,0,410000,64.66435509278443,76.29113018382809
value,0,420000,108.97810658690805,71.8588857420087
value,0,430000,27.205750604846408,96.17400597692806
value,0,440000,157.33933980001999,43.319266691533095
value,0,450000,51.47531420704096,63.5683574402069
value,0,460000,5.991541632515196,24.432085601512583
value,0,470000,-33.12414034041418,20.962399529071735
value,0,480000,-59.47939403154428,20.87972252131402
value,0,490000,-41.184632839244586,19.929472622921143
value,0,500000,-24.835365256568714,20.162360161232908
value,0,510000,51.23046361368514,65.95249321019713
value,0,520000,50.58867155745191,64.38474110420398
value,0,530000,44.90601022246717,43.393426088789035
value,0,540000,92.02667077117697,77.27323048083407
value,0,550000,217.80235970365547,83.3119299488847
value,0,560000,211.4657430516876,16.720746892536862
value,0,570000,164.39826134618227,87.64714126037869
value,0,580000,179.38654886765033,71.924624686728
value,0,590000,239.2138119565729,19.027156872598518
value,0,600000,233.84454880906895,18.025293283956536
value,0,610000,149.10381351503608,116.95095093765285
value,0,620000,175.2628486207967,100.61968429557491
value,0,630000,22.69293452796075,107.88806304804909
value,0,640000,-37.47842565969625,22.24539612015511
value,0,650000,-34.30597805222193,16.59616194526893
value,0,660000,65.45667292685714,100.7411224885034
value,0,670000,-25.874894891286043,18.372566439421824
value,0,680000,53.81207194375145,79.22666760459568
value,0,690000,219.96612295300665,39.237512118741094
value,0,700000,175.99539695394168,112.79347814803006
value,0,710000,11.536567765423985,117.24260368865424
value,0,720000,159.15798327213616,115.72360250353042
value,0,730000,27.493189672383117,155.23522012097519
value,0,740000,140.4666836491275,161.5860203554985
value,0,750000,7.422179142926635,237.50812020485156
value,0,760000,-19.78815839522497,197.09025993613398
value,0,770000,-30.29460508539044,30.57786222466065
value,0,780000,37.78164622518143,120.43871791898461
value,0,790000,189.51202098508188,79.89573911818488
value,0,800000,72.53844387294643,131.19782365750063
value,1,10000,-398.8782248381708,77.64461609140312
value,1,20000,-266.315502966097,50.64871668124922
value,1,30000,-248.28871168629104,53.16255234888865
value,1,40000,-394.1789334258952,77.2259217451618
value,1,50000,-300.05461069557094,31.344179552268624
value,1,60000,-133.7214151729754,26.850917037309742
value,1,70000,-226.91759277276273,27.16603966437863
value,1,80000,-133.61997388378026,16.87346103323229
value,1,90000,-79.49721631391871,15.793783754998023
value,1,100000,-74.28561633008377,17.285433563322723
value,1,110000,-229.17379552968868,24.18547030871129
value,1,120000,-186.59116212432014,17.21459592040113
value,1,130000,-101.89636208637974,18.085928833148618
value,1,140000,-144.49328586821377,14.50248313045543
value,1,150000,-103.230668480716,22.48335931206339
value,1,160000,-69.9124859515375,21.248237049938705
value,1,170000,-89.4061827498418,27.533675504642037
